tiempo_entrega,calidad_producto,atencion_cliente,precio_expectativa,tipo_cliente,satisfaccion
3.79872262016239,8.936179725578233,7.60030484211965,4.112947512576611,Nuevo,85.17621371338733
4.416612500413446,8.94251826389642,9.469544733247707,6.588239659907294,Nuevo,97.6593418784939
3.796586775541206,7.981629840729628,4.453563666513325,1.4116783043126158,Frecuente,80.15806969142518
8.704556369017876,6.654118442771253,10.0,8.843831255371386,Frecuente,86.56011422268843
4.973005550524132,8.11370683729059,7.215585782557819,9.761400722596573,Frecuente,93.8001071968953
2.8845781420881993,6.984257432731832,6.731614074094644,9.719900697571223,Ocasional,98.31707419155201
6.645089824206378,9.462679600126627,5.678212124531699,7.746866485686322,Ocasional,94.51323077082843
2.5583127000579555,7.779413927746792,4.521257990641615,2.170776161175688,VIP,85.24348237680326
5.4177271900095105,6.761754204811233,8.981707051131446,7.824368763361203,Ocasional,97.1113936143049
1.0806597522404489,7.51792123752051,7.631972340939127,1.2212822481292136,Ocasional,86.53410534804884
2.343627902203139,8.619397181413436,5.178070380466103,1.1991119637609753,Nuevo,72.06755431613492
5.393722471738247,7.154413170794038,5.1688582102854905,3.912491972345871,Ocasional,78.59798348436658
6.476933159990821,6.766669406650353,6.895587541277769,5.397788713641992,Ocasional,74.16707595146369
5.342736562379941,8.365530817237868,10.0,7.933666760270139,Ocasional,100.0
4.768703435223519,8.367449856663084,7.032735567545512,7.149658389458547,Ocasional,99.60236873598929
4.3977926088214225,7.239585236943306,4.794342684387409,5.013124357390735,Ocasional,77.98931785758667
2.0429560192651453,7.2934425415725155,7.0576624846453,3.462639996534993,Frecuente,92.77371344212636
3.5603115832105825,8.348074906036455,7.009097574454193,9.9741205014194,Frecuente,100.0
4.078722458080425,5.8278734877540135,2.6456040427051706,4.835631720123756,Frecuente,58.93928852369627
7.114244452437831,5.888804338435167,7.402269240267938,5.062483218967079,Frecuente,77.47453237427445
5.687236579136923,6.922333668121346,7.08431784562438,2.4726143907250226,VIP,79.11752439162895
1.473919689274532,7.6798292724322295,8.753171456664154,8.153285938749365,Nuevo,100.0
5.64816793878959,8.466361348397006,10.0,7.243140032033398,Nuevo,100.0
4.229835439167367,10.0,9.527817053185963,2.9869265150988435,Nuevo,100.0
3.6461559993880828,9.286489434803029,7.016000357001305,1.7414294105425843,Frecuente,94.73231982018946
6.2233525776817356,7.7600922050548595,5.508253364264993,7.124493718672418,VIP,89.7749408731829
7.061999044991902,7.971475688145967,10.0,6.890600928530217,Nuevo,90.62781951510014
6.862560238232398,6.496205953043287,7.606593181226079,3.459335742983884,VIP,73.0423449246963
3.3215649535547227,7.972230296011415,7.525072725443303,9.557772060253694,Nuevo,93.88824567156836
4.381575248297571,7.567012041619792,7.456574843201994,2.3595210260281023,VIP,77.40389294119042
5.662526862807128,8.484077840507133,7.8565525693821385,4.891013209383417,Ocasional,99.92208096011127
6.951090254244718,6.759153584671516,7.240151258536904,9.49254328150839,Nuevo,75.3721469291794
4.04165152430942,8.779019771361758,6.467408387615574,4.7775458523351,Ocasional,89.08860142108416
4.628682046672366,10.0,6.515653905767294,6.74673352897677,Nuevo,94.28597004156101
2.7873300519879436,7.8368597773147135,7.441044113611203,4.578349581665148,Nuevo,91.28021783743034
2.6075867518386584,8.602567583148412,6.5218354119592234,3.4679368211380304,Ocasional,95.29197901303553
6.625051644788396,9.03521598756667,6.216877591181104,9.855798831638454,Frecuente,99.1824004732682
7.712480057141645,7.398169292171246,7.691574409845415,4.684006056835387,Ocasional,74.07232884963904
4.855979756839332,8.336138722715624,7.041041008642461,9.04689283311221,Ocasional,95.53509547492233
7.007065795784048,8.018888601172693,10.0,3.0695914530197754,Frecuente,91.62532827699238
5.723272050095268,8.146514147823247,2.7282543448925782,2.9179423362257495,Frecuente,64.06820100993451
3.7097604907897512,6.8404853242168,9.464712333460431,1.2802067459606024,Nuevo,91.52913585457763
5.722791211016828,8.036765261388414,9.742953346495732,6.865001428382966,Ocasional,100.0
8.076073132931938,8.746997436868174,3.767897581665331,4.316737093513851,Nuevo,66.88622122948317
4.928347921780097,10.0,6.883162330655372,8.779224248556734,Nuevo,100.0
8.129287311628012,9.43890623912781,6.831406441207576,5.258889160224014,Frecuente,91.51744263345998
1.0,10.0,4.966478949507922,9.713740851232496,Nuevo,100.0
6.643805008750448,6.848978655667926,6.099929962336424,2.6697296413280904,Ocasional,60.56849764431094
5.174094136476342,9.308480955081016,5.500963478161508,8.817608511600497,Frecuente,97.65763306058629
4.401985299068265,8.275013008607528,10.0,7.989371675125676,Nuevo,100.0
5.183521553071005,10.0,9.18422110766543,7.938296601796468,Ocasional,100.0
1.0248621707982144,6.787552571967273,9.788799170989485,8.60304905305199,Nuevo,100.0
4.560656224324976,6.740417236728836,8.799009715277823,7.84921591848699,VIP,100.0
5.7142251430234925,7.1009110318339665,5.467706811808988,6.635982894682739,Ocasional,76.61103065038108
7.955788089483033,4.81415641353529,6.555863520696407,2.1812038991414884,Frecuente,57.333444743290784
3.9634595634527052,7.211367467478858,8.380874210210253,1.2927356154212672,Ocasional,91.78650144189592
3.3830127942136246,6.861301007669454,5.300169943994498,9.287630630341182,Nuevo,85.13717358980959
3.996485912830927,8.225590679714312,8.783397174310299,6.549852830686643,Frecuente,100.0
6.830804235404148,8.512633963665738,7.067414283315357,8.168835618785586,VIP,97.50563371110657
5.657502219319369,10.0,6.8253225464107246,5.33370116361295,Frecuente,87.1923720591316
3.9404795924659224,9.425635757279075,8.779727942766284,2.0557737006615504,Frecuente,100.0
6.026534866226712,7.134644516506396,8.299673960674872,2.126672129822954,VIP,84.95145001061113
5.194155098696081,6.652377992977463,6.850260901525656,7.170087585060743,Nuevo,85.86940721543692
6.937289981065779,8.73787875725976,9.586793646055646,4.872753054095164,Nuevo,94.33611129186416
3.5958938122452953,6.019650189469036,5.554086010320185,2.8047225403030307,Frecuente,71.44407871257722
4.3446757068044635,10.0,8.608684092499676,5.424350920672932,Ocasional,99.12791990948435
4.215783693735685,9.769160181081931,8.567582264343091,1.577880433676207,Frecuente,97.57942346249725
2.072970103735763,7.296236521842943,6.942816409234817,6.237742617229589,VIP,94.25642089835938
5.592240554129152,5.430298206363684,8.087039440035813,3.4209406399158793,Ocasional,69.66219116038235
5.522110544359778,10.0,5.247995562506455,8.178031905734693,Nuevo,93.72460645051892
5.010226913284922,7.828190232121073,9.163248634572422,3.793257630312164,Frecuente,100.0
4.530825733249706,9.856724467960193,7.16717615440262,5.09698134173621,Nuevo,96.52717009024964
2.1692585158991715,5.608358511808449,6.559098563065729,1.1045848591729057,Frecuente,69.00016567177752
4.158709354469282,7.1009374655693405,9.3882166065064,1.65202199015103,Ocasional,89.10848301186722
4.314570966946461,8.007865549577275,6.232181357023033,4.532442007660164,Frecuente,92.07238172368771
3.395445461556762,8.070470890647114,4.9647696665455925,5.319449512454112,Nuevo,77.61508123805896
4.677428576667982,7.324901792781135,4.698067487656973,6.400184933073733,Frecuente,78.5147772173125
5.8081017136290765,8.934274898521249,8.590817912422152,3.624963208383729,Ocasional,91.93370839182107
8.77237180242106,6.398569355926108,5.19522716550669,7.254836975138883,Ocasional,60.04182241926068
5.349155625663678,7.7864307724680595,10.0,8.741101574702842,Nuevo,100.0
5.515100781445529,8.180443447567848,3.7525270658093004,8.018658900040148,Frecuente,79.79960021378123
4.851108168467666,8.771658251088123,10.0,1.3565694281352143,VIP,100.0
1.162457569401917,9.067422317133335,7.879831440964713,5.32456252532046,Nuevo,99.58072880295019
4.946972249101567,6.313036862243196,7.325916398633294,1.9443716057635738,Nuevo,67.72938486835454
5.120460419882053,5.698828743896566,6.51914564374389,3.178405142762747,Nuevo,69.17806210947658
9.926484224970572,9.916515232847765,8.218445005833727,9.879963339404318,Frecuente,95.57266443101183
4.615278070437755,8.498471017969388,7.432257535635273,2.282459886113619,Frecuente,96.57529004946902
5.603094684667225,6.87727019516517,9.485943387629739,5.489993381062204,Ocasional,87.50264630639454
4.9305764605895135,10.0,7.705609767591671,6.563401608863072,Nuevo,100.0
2.662643924760936,8.173511951439288,7.770543170631379,7.322184734896935,Ocasional,100.0
7.285645629030041,9.76894577609574,6.84549801801506,6.036838151382227,Ocasional,82.35163170354811
6.503866065373549,8.101277722115164,7.3974978773020785,1.087937626772653,Ocasional,66.9566131173049
6.582063894086094,10.0,8.054043184005707,3.938151774195927,VIP,90.71800302930593
3.181225090410522,10.0,4.4216968932180745,5.6594047904624025,Nuevo,95.77484239970146
7.805588621872198,7.62655377728139,5.073266240209716,1.7907984923035003,Frecuente,60.83137423677398
2.1962978744154382,9.457356426431533,8.837875369240887,4.155642380882627,Ocasional,100.0
6.173714187600541,8.968063924377722,7.807557788630295,1.298827979122299,Ocasional,80.32582617856583
9.380911251619956,10.0,7.168829994565177,1.7072064743951867,Frecuente,79.8697556881764
3.0189273497386235,6.552614809129843,7.533181079517708,4.5723094858143645,Frecuente,95.69418504897229
3.867404540794456,9.02907718999766,8.125647069651007,2.194441786387543,VIP,100.0
5.199302730175282,9.587636730274381,6.52843257544315,6.107867634354023,Nuevo,100.0
3.9930486917676014,5.361890770365329,6.099051494275837,7.2051847222353915,Nuevo,79.67871435106369
1.8986731378677346,6.225112231001337,7.852521459175827,8.205280291981746,Frecuente,100.0
5.137125949612055,4.941151733359849,5.738929000292942,2.8013521982032907,Ocasional,63.81543596154735
2.8753925725477902,7.595889748333163,8.23485496028605,2.507343240331628,Nuevo,91.19918272666308
5.9471848612703635,9.076313383693943,4.435349512371888,1.9411105630096022,Nuevo,66.40770292852271
3.1611515315323935,10.0,9.352480147186158,6.72787224589273,Nuevo,100.0
8.09986881003508,8.111142170629662,8.350675468343477,7.35828153838211,VIP,92.35849708612642
3.4334934153275256,10.0,7.960853521764976,1.2842753034307783,Nuevo,93.26056133531425
4.355876967588649,5.929847812677663,9.268843771101926,9.42591021619321,Ocasional,93.2426634307801
6.62703443473934,5.4449263409672675,10.0,1.4677415528632518,Nuevo,73.76094874362839
2.5382713671320896,7.916678451655072,9.325866117032636,5.871667017709634,Ocasional,100.0
5.4549198692082586,8.576098173408962,4.186426383603038,7.381544675058247,Nuevo,78.46656057540793
7.614285508564857,7.95095787785886,5.196761459875737,8.83872211371477,Ocasional,85.76407333580852
1.785033530877545,4.898836849940185,6.375326560147778,7.4267823891918505,Nuevo,73.78550910537558
5.369267717064608,7.8663199407308175,7.546963890379501,8.215552747628127,Frecuente,93.87446031283594
5.519765588496847,6.04329574924272,8.431786236844422,4.0550517328852544,Nuevo,71.91031879085722
6.563645743554621,9.004508823245057,6.193661136323762,8.33342602371861,Ocasional,80.44042039292839
2.526098578243836,8.549897369145272,7.836180176058741,1.7210336174620764,VIP,97.54457562094046
2.3590867738314474,6.590180320508967,6.14031072176402,9.05334990454475,Frecuente,92.93284643527966
6.0438831312337955,7.22919962399496,6.399267954614493,5.928331385383626,Ocasional,86.0353320317093
5.5939693464663724,6.411179717166572,4.9680100256732,8.355679929662443,Ocasional,78.01144893122532
5.5009857006917535,7.905981354090242,5.838180157000372,5.070864560664702,Ocasional,74.40046529606082
5.692896418993952,9.432713480751858,5.0669677098906,6.792199256768725,Frecuente,98.20761033154822
3.6399505568430186,6.5214109304966845,5.743428144640801,5.737623948425019,VIP,90.24133193499436
5.464507394322007,8.756069773276767,9.39655523389411,7.584305695797987,Frecuente,100.0
5.586144946597362,7.204613572441339,5.791082000102502,1.7346698382753063,Ocasional,67.76588020512607
3.571297163947264,6.810690751606484,10.0,1.5431687559150742,Frecuente,86.62870359440338
8.731549022289514,7.839454460068163,8.387972221585601,3.223929106091318,Ocasional,74.14133845164206
5.947665841823575,6.447136516370939,7.832705022650773,2.435902121018695,Nuevo,76.03905248754538
2.617393005594703,7.169526041979227,5.954955995673815,8.846052099329814,Ocasional,100.0
6.313107217267659,6.203183161116727,8.760557782936184,2.9729258862223986,VIP,88.78089469933113
3.050636659545357,10.0,6.463851912772007,9.782787302372181,Nuevo,100.0
6.574169207484904,8.052895327957593,7.719617666361651,4.032062125939961,Frecuente,78.88647676821472
7.317191158014808,6.950411738011121,10.0,2.6390612411982937,Nuevo,78.78303893296379
3.358635363296579,8.320969866101333,7.32709218049563,8.107286564282312,Ocasional,91.2096882633498
6.926752258488643,7.831507925463756,9.568691987314217,6.928369979507885,Nuevo,92.12462933104939
5.825561853872997,7.668545600700165,6.2342824347734025,5.483761448078251,Ocasional,79.03268214563859
6.64412031998898,8.921250050065138,7.437020717105469,5.998271958438681,Frecuente,89.08833356631676
8.793585965307894,9.136261565070958,10.0,7.472816004450374,Ocasional,89.27266660199788
4.509223767994259,7.204248278584209,6.371459295982019,3.0560926719816885,Frecuente,81.6595931496783
3.492527671285021,7.13627263903298,10.0,9.967005244510677,Frecuente,100.0
3.2209711407489534,7.587422454272534,8.773953483819856,9.773138459321048,VIP,100.0
3.3683794300691234,4.547118252896623,6.487559803390318,6.852931177122432,Nuevo,57.92524347567364
4.845796581171792,5.727213406702171,8.638333930299938,2.7958820583623063,Ocasional,77.10620260266667
5.682303949633288,10.0,9.250598009328113,7.122054181881622,Nuevo,100.0
5.553381598660038,10.0,8.619257931990953,1.6497856808125826,VIP,100.0
6.654366498072047,7.626445940665432,4.673595504197179,1.2758725198522547,VIP,65.12977598267288
5.026003783755814,8.86483544458365,6.191153083515236,3.3191459966009234,Ocasional,80.6380098971047
7.907068154314634,8.466875231815305,7.054466456007291,5.163606610653847,Frecuente,84.5021220218446
4.470686333524088,10.0,7.366019827619917,8.814452548675424,Ocasional,100.0
10.0,9.679362367151866,8.61720977559122,7.544521627896772,Frecuente,94.46365369301509
6.251334695530012,7.80812361277885,7.819861801679857,7.684358690799829,Nuevo,90.76517995754675
3.285684887167435,6.566689339099361,5.0963801543218175,4.829440010032679,Frecuente,84.15545879076866
2.8582150038777754,5.590330519613641,8.184356131810734,4.113414932922666,Nuevo,79.84049159712339
5.96494483048637,8.305195453800835,8.599054341510882,4.339348866861425,Frecuente,90.68768912642662
4.553074429348298,6.865473882073545,8.507622806275872,9.88884607362452,Frecuente,95.08641656089254
6.428000988184184,5.866619435603489,9.44540530599832,1.3609827227123423,Frecuente,71.41827911268355
5.94647524914709,7.03014067363621,9.001059878188027,8.803283465102037,Nuevo,89.78968960418833
4.854342174686255,6.3776779945784074,8.326524142611186,6.208078677151541,Ocasional,87.884444907662
3.30641256386319,10.0,7.373701719374435,4.947538772706315,Nuevo,100.0
1.9703055506282707,9.322459635424176,4.510270319671216,7.527318943736229,Ocasional,92.78120593799166
4.106970095865957,7.988041038025074,8.273312794438654,5.380020472822325,Nuevo,98.93602987072438
6.712797588646945,10.0,7.8738378368936,8.860809142734945,VIP,100.0
5.4281874882604075,8.116052461471428,7.988841906951672,9.106316776101327,Ocasional,97.35686455084306
2.508522442576024,6.708073698007604,5.201852563523444,4.795488341861098,Ocasional,75.6771297043868
5.346361851702364,10.0,5.554098227265127,3.4914501751154643,Ocasional,74.03900640281964
5.770634759457674,8.808365065526989,9.395675135999227,6.33115295734026,Ocasional,100.0
3.2322851275977342,6.444130768510315,7.428800723058021,9.211270110550219,Frecuente,99.34576105855305
5.307450211891056,7.714491982874588,8.726701255270724,2.895959701050999,Ocasional,84.9421959162936
5.116417436892,6.686572619922864,7.55097307703483,6.606699252071345,VIP,89.83585518734469
2.714059404338754,5.925800403553496,7.553561051092341,6.684041980832685,Ocasional,90.64884805930645
5.715574720696567,9.389266321297463,9.188910850756796,7.5980172017375285,VIP,100.0
6.121569052736469,10.0,6.571119489208727,2.1841091661453382,VIP,87.64272574418472
7.166102486350554,5.902148639271289,7.67301739849377,7.442424682138797,Nuevo,77.5606780936666
7.1076041040698055,8.844453855035857,6.6679044803309235,9.181292685990769,VIP,89.66221314042886
2.244661264085818,7.024036146317259,6.717906790621832,2.6171479798321777,Nuevo,81.95990972231367
3.124349920169754,7.269311924352956,6.943490177756449,3.1378899243148988,Frecuente,79.24034139779408
6.0300705344173195,7.111409113641696,7.899840788940683,9.742555846374756,Ocasional,93.8834587256364
6.027571901824418,6.704013845480276,6.638252481005741,2.628792574385408,VIP,75.06974118323448
6.030095372612096,8.07278244191724,9.760361026032339,8.689465840326212,VIP,98.61834279700415
10.0,6.753574825383444,5.889706856004893,5.430500708032313,Frecuente,69.01139973928727
6.141781021386334,8.405685238669758,7.163631040509554,3.2250796696285935,Frecuente,80.03480874649493
7.271131280361198,7.924642835826295,6.708484095106485,8.836749111452603,Ocasional,81.26599275630711
6.908003526986405,7.641577929700386,10.0,5.007747295023989,Nuevo,88.5022196437454
6.302782502611596,6.638654506937604,7.853798597720834,5.633356185367211,Ocasional,85.71001853561458
4.369461510719309,7.134843004147501,9.357320171043543,4.233100324597891,Nuevo,83.38220272705755
6.517938440986535,9.133086838738635,4.82599132853345,6.3365576629143465,Frecuente,83.39709875993591
3.4543495709248564,8.751375781436572,7.980690478564666,2.4717148532652047,Ocasional,95.40410431685022
4.526362786519982,6.533667132802173,9.101335432122188,4.519733829865846,VIP,95.99958472898707
4.029272904341793,8.148998458143838,7.648111180695763,9.724710901017588,Frecuente,100.0
5.163748278772645,9.127080685057683,9.417864675117633,3.3232008943101476,Frecuente,97.62687988264469
9.629317133347017,5.495892078317942,6.56888078981933,6.910629980871629,Nuevo,54.550341009325635
1.2654696148165039,8.815040288569902,10.0,3.926710578022254,VIP,100.0
6.372520380749027,7.00606436158123,10.0,7.961258131179406,VIP,94.47458186808984
1.7745682576206967,8.855898002889738,6.846890591208614,2.177862946465148,Ocasional,79.09232108187831
4.056136268421133,6.855111265186225,6.69809546147861,9.728389405706903,Frecuente,95.53910719878431
7.177901193934732,5.292676849003222,10.0,5.084105872452753,Frecuente,84.61756661354839
5.128560038190925,5.558686343175256,10.0,3.1244541701181756,Nuevo,66.84199776383066
2.8445104441413878,8.072127419992073,6.558851951124117,1.6614707259701138,Ocasional,79.3368015004232
3.5693925814800638,8.389583752582222,6.743663729227457,2.5278211457878665,Ocasional,89.36580953198248
6.359195497869352,6.643525062343388,6.992787704051087,5.677965537004159,Nuevo,83.75459805688004
3.5392667365657267,8.957888688166062,5.079989080138301,4.033028587881576,Ocasional,85.66162526582653
5.43291717916395,5.50771990659656,5.846426496328443,8.459950292943486,Nuevo,67.90543986054601
5.091143679807628,7.900880302029025,5.6925466198462775,4.877987712956253,Nuevo,75.84265017049566
3.6967993047883656,6.183475700356315,6.117964382812569,3.238428453288669,Nuevo,77.65007712098502
9.28788817865065,7.022245838296762,7.437567202703794,6.554304879436271,VIP,74.8766223295969
6.267838044636022,8.071098006974621,7.9215865185657375,7.360994951969012,Ocasional,86.96435184591475
1.0,6.709379952074071,10.0,2.5033771711085486,VIP,100.0
5.3729086295388555,7.423166683655262,5.702962726670176,2.508572946594859,Ocasional,67.0594612882366
3.676427070463224,9.509439213821661,9.27178031725785,1.3300428424018866,Ocasional,99.87847339152779
6.704866669592448,7.134662195715277,7.114820080394084,7.627618135590764,Ocasional,90.39661985490471
3.4149585231345987,9.253538168097712,7.4109653226256205,6.974240748596245,Ocasional,100.0
4.770527117066202,6.305439718013573,8.714675085899886,5.2716778817483245,Nuevo,81.35590583533401
6.0099745579609145,8.794706266872923,5.479100361187863,8.597534040722774,Frecuente,88.59602084210117
6.731510388340243,10.0,8.188337543131292,8.251031376550479,Nuevo,91.24492771712211
2.5994071858884475,4.2925332498090665,7.799613974783501,6.26818927957077,Frecuente,86.81482803539132
4.330997528318103,6.804657116794285,8.386412275214669,8.814441524619328,Frecuente,96.81563916405044
4.050109377678088,8.86560819077081,8.020503559034072,2.8525708903309144,Nuevo,89.06246926966479
3.693341534852576,7.695431920935511,10.0,2.007276574579551,Nuevo,100.0
8.530908480562193,8.556718810056964,6.352068028347631,3.4277465036529065,Frecuente,75.948398271123
5.809963421921911,7.094022219926269,6.5442054809967285,1.5137817048038338,Ocasional,66.48565091698427
2.4782320913299096,8.129884681209349,6.378347052435425,5.780525752009288,Nuevo,88.15737886478958
6.835723894109552,7.766484146911881,6.500141185511541,9.429451230654653,VIP,96.92694480156999
9.244312394025266,9.75167309248971,6.352703170848268,1.3540918660165868,Nuevo,69.71077674848783
7.064930521102294,8.38163126495182,9.640229755993593,2.098989226090241,Frecuente,81.28087234602022
1.9612600680919732,8.506403993112803,10.0,5.069791254550918,VIP,100.0
4.031531854267497,7.382184550816299,6.472656671250943,9.404875157751144,Nuevo,86.17598376409009
7.533822298373245,7.26859066389126,6.001759968412388,3.8454049447907543,Nuevo,74.80582506865535
3.5846610687624385,7.351162718270569,8.348548001495526,5.565113278195532,Nuevo,95.92648927601195
5.887638856292456,8.591678213567445,6.505998520294252,1.3741557314535289,Ocasional,74.83117056475015
6.5492681068586736,7.368523278769605,8.63927727195992,2.3350888086587998,Nuevo,82.82718058710485
3.1461390568438343,8.434662285344618,7.8652614375323395,9.879671106629623,Frecuente,100.0
4.8809492878764,10.0,4.771660593004983,9.68606826792441,Nuevo,98.07979941985066
1.0,9.306687055147538,10.0,1.0444598284096864,Ocasional,100.0
2.9512247173314203,7.510964701748239,10.0,9.566306068809151,VIP,100.0
4.494863697213679,9.801820883245917,6.396980357128105,6.752079440339504,Frecuente,96.39884447219268
2.504433636070301,7.387886940467673,6.802137192115229,8.811264650680199,Frecuente,100.0
8.26482260786327,4.942813197233219,8.01455770330483,5.092658700704732,Ocasional,63.48926971667236
2.1397172440787346,6.487870533623894,8.102022221976645,5.640364257213252,Frecuente,92.69077602200636
4.119911026606032,5.193812118461216,8.685379690811095,5.399619222312282,Ocasional,77.37447182361016
5.2614811545721825,7.4727297739380365,10.0,7.001778317914939,Ocasional,100.0
7.8825465781322315,8.027627568784327,7.181494990510711,2.256861292806816,Nuevo,80.04282525339714
2.1282756976411212,10.0,6.0630649598307835,1.2697623088541015,VIP,93.0692927928366
7.326327504309919,8.490391060646244,5.01722538957385,3.7713694743207182,Ocasional,71.2057105806021
5.020466122039174,7.6713492067867035,6.1843259281045455,7.342126864629821,Nuevo,89.77800788657095
3.036982697904098,9.244108371775233,7.4403714488271655,2.816681069106535,Ocasional,95.10623474245703
5.924206948526542,4.683297036488172,10.0,7.060891899924256,Ocasional,85.02750711795842
5.39811939114694,8.353421837162848,6.568299661734891,9.729208414965434,Frecuente,90.99239884850947
3.799566245682411,9.15629779083045,7.902818312950017,1.8451064421047656,Frecuente,96.82581183915285
5.139604169980037,5.782120631330238,7.470438787069046,7.053419064026136,Frecuente,81.54466259801679
4.22937280627648,9.715631064810394,9.639107892206551,4.993751973741141,Nuevo,100.0
5.227034690502496,8.507744611241622,10.0,8.813280289397548,Ocasional,100.0
6.324261349042093,7.377068129148798,6.544436208743423,2.594348105026473,Ocasional,85.22681585373742
8.172033632290704,8.949172799159427,6.6190090034672,7.23363357003548,Nuevo,84.07123211893267
2.524369002346302,10.0,9.37948957872433,8.543037606832993,Nuevo,100.0
9.266066749312532,8.272799382587742,8.72740468132736,9.501527975266209,Frecuente,93.45039284872965
1.0958244009549962,8.372330879450503,10.0,7.1492322546068126,Nuevo,100.0
4.6964298099288335,7.310958650689634,8.551070733586736,5.474572876075846,Ocasional,92.31135172746875
6.176634412969153,6.725233445802813,6.853274236583292,6.560625161810925,Nuevo,74.15360420936648
5.561983735470065,9.245503724816368,8.563178695246156,8.820144860308464,Nuevo,100.0
3.7546009603588124,6.715874261136699,9.495666445049235,6.1354877197494675,Nuevo,99.15719732234274
4.5837554992854495,8.107349355829088,8.976867926155256,1.2734835372715319,VIP,88.20720623405496
4.013998130682334,7.283513829852325,8.413093255993136,9.3785382595628,Frecuente,100.0
3.821270486111577,8.718469738619588,9.420014441260477,7.20574075928405,VIP,100.0
6.699204194042049,8.500493157930423,9.604732062802212,7.088620471995219,Ocasional,97.41067976776986
5.714030971930095,9.556309916386848,9.987886183867548,2.9410763715794546,Nuevo,85.8638796497301
3.6141808094786914,7.23497540171788,8.667677797661357,6.929969232093915,Ocasional,93.82387429951442
6.799199750866501,7.595187597059943,7.199187455429662,4.544779650887426,Ocasional,84.94962058899925
5.614599041753219,6.5318544263265395,7.764084635579981,6.861096793373429,Frecuente,85.47966682394541
6.62572423767792,7.333560109885832,9.671716139715041,1.9593372727719165,Nuevo,74.39965577932485
6.259257683847224,8.565950739567278,6.029515792222975,6.920607741427324,Ocasional,82.48738469190017
