edad,estado_civil,lugar_residencia,calificaciones,asistencia_a_clases,semestre_actual,reprobacion_asignaturas,horas_estudio_semanales,nivel_socioeconomico,ingreso_familiar_mensual,apoyo_financiero,empleo_parcial_o_tiempo_completo,red_apoyo_social,participacion_extracurricular,relaciones_interpersonales,problemas_emocionales,adaptacion_entorno_escolar,personalidad,autoeficacia_academica,horas_sueno,condiciones_salud,problemas_familiares,dependientes_en_hogar,tipo_institucion,distancia_centro_estudios,acceso_servicios_basicos,desercion
21,Soltero,Foráneo,82,85,6,4,0,Medio,15765,Si,No,Debil,Baja,Regulares,Si,Buena,Extrovertido,Media,9,Mala,Si,3,Publica,20,Si,Si
18,Soltero,Foráneo,69,81,11,2,17,Medio,11391,No,No,Fuerte,Baja,Buenas,No,Regular,Introvertido,Baja,4,Regular,No,3,Privada,7,Si,Si
22,Soltero,Local,48,72,8,1,5,Bajo,11642,No,Si,Debil,Media,Regulares,Si,Regular,Extrovertido,Baja,10,Regular,Si,1,Privada,24,Si,Si
23,Soltero,Local,84,62,7,2,7,Bajo,11579,No,No,Fuerte,Baja,Regulares,Si,Mala,Introvertido,Baja,6,Regular,Si,2,Publica,49,No,Si
21,Union libre,Local,67,83,9,1,19,Medio,10713,No,No,Moderado,Alta,Buenas,Si,Buena,Introvertido,Media,7,Buena,Si,1,Publica,32,Si,Si
16,Soltero,Local,66,63,6,2,10,Medio,11234,No,Si,Fuerte,Baja,Regulares,No,Mala,Introvertido,Alta,6,Regular,Si,3,Publica,33,No,Si
20,Union libre,Local,62,58,1,5,14,Medio,4869,No,Si,Moderado,Alta,Regulares,No,Buena,Extrovertido,Alta,4,Buena,No,3,Publica,19,Si,No
20,Union libre,Foráneo,96,80,5,0,13,Medio,22753,No,Si,Fuerte,Media,Regulares,No,Regular,Extrovertido,Media,9,Mala,Si,2,Publica,45,Si,No
18,Casado,Foráneo,94,66,7,0,12,Medio,8311,Si,No,Moderado,Baja,Conflictivas,No,Mala,Extrovertido,Baja,9,Regular,No,2,Privada,7,Si,No
22,Soltero,Foráneo,72,84,6,1,11,Medio,9601,Si,No,Fuerte,Baja,Regulares,Si,Regular,Introvertido,Baja,6,Mala,Si,3,Privada,26,Si,Si
21,Soltero,Foráneo,93,72,4,2,9,Bajo,15713,Si,No,Moderado,Media,Regulares,Si,Regular,Introvertido,Media,5,Buena,Si,0,Publica,25,Si,Si
18,Soltero,Foráneo,99,77,9,3,11,Bajo,19796,No,Si,Debil,Baja,Regulares,No,Regular,Introvertido,Alta,4,Buena,No,1,Publica,24,Si,Si
21,Soltero,Local,87,61,5,0,14,Medio,18942,No,Si,Moderado,Media,Regulares,Si,Buena,Introvertido,Media,8,Regular,Si,2,Privada,29,Si,Si
23,Soltero,Local,50,83,7,3,7,Medio,13386,No,No,Debil,Media,Regulares,No,Buena,Introvertido,Alta,9,Regular,Si,4,Publica,36,Si,No
18,Soltero,Local,50,58,4,2,8,Bajo,16826,No,No,Debil,Baja,Conflictivas,No,Regular,Extrovertido,Alta,7,Regular,Si,3,Privada,27,Si,No
21,Soltero,Foráneo,61,58,5,3,10,Medio,14284,No,No,Debil,Media,Regulares,Si,Mala,Extrovertido,Alta,6,Regular,No,0,Publica,8,No,Si
18,Soltero,Local,85,66,5,0,17,Medio,4259,No,No,Fuerte,Alta,Regulares,Si,Buena,Introvertido,Baja,8,Regular,No,2,Privada,34,Si,Si
21,Casado,Local,64,54,6,1,16,Alto,2982,No,No,Fuerte,Media,Regulares,Si,Buena,Introvertido,Media,8,Mala,No,0,Publica,48,No,Si
26,Union libre,Local,81,72,4,-1,9,Medio,12707,Si,No,Moderado,Media,Conflictivas,Si,Mala,Introvertido,Alta,4,Regular,Si,2,Privada,23,Si,No
19,Casado,Local,85,50,5,5,9,Medio,18892,Si,No,Debil,Media,Regulares,No,Buena,Extrovertido,Alta,8,Mala,Si,0,Publica,35,No,Si
21,Soltero,Local,70,56,8,2,13,Medio,11442,No,No,Fuerte,Media,Conflictivas,Si,Regular,Extrovertido,Media,3,Mala,No,0,Publica,35,Si,No
22,Union libre,Local,58,72,1,-1,17,Bajo,11810,Si,Si,Moderado,Baja,Regulares,No,Regular,Extrovertido,Media,7,Mala,Si,3,Publica,28,Si,No
19,Casado,Local,81,71,2,2,8,Medio,16258,Si,No,Debil,Baja,Regulares,Si,Mala,Extrovertido,Alta,5,Regular,Si,2,Publica,23,Si,Si
19,Casado,Local,71,63,9,0,1,Medio,3750,No,Si,Fuerte,Media,Regulares,No,Regular,Extrovertido,Media,5,Mala,Si,3,Privada,24,No,Si
21,Soltero,Local,90,71,5,2,1,Medio,1583,No,No,Moderado,Media,Buenas,No,Regular,Extrovertido,Media,7,Buena,No,1,Privada,2,Si,No
20,Soltero,Foráneo,89,64,6,3,5,Medio,14162,No,Si,Debil,Baja,Conflictivas,No,Mala,Introvertido,Alta,4,Buena,No,2,Publica,29,Si,No
21,Soltero,Local,76,83,6,2,18,Bajo,4046,No,No,Debil,Alta,Regulares,Si,Buena,Extrovertido,Baja,7,Regular,No,4,Publica,34,Si,Si
19,Casado,Local,71,65,6,3,2,Medio,14837,No,No,Debil,Media,Regulares,Si,Buena,Introvertido,Media,2,Regular,Si,3,Privada,12,No,No
23,Casado,Local,84,77,4,2,20,Medio,5233,Si,No,Debil,Alta,Conflictivas,No,Buena,Introvertido,Baja,9,Regular,Si,0,Publica,-11,Si,No
18,Casado,Foráneo,70,85,9,1,16,Medio,12392,No,No,Moderado,Media,Regulares,Si,Buena,Extrovertido,Baja,8,Regular,Si,0,Publica,29,No,Si
21,Casado,Local,88,92,2,4,7,Medio,10146,No,No,Debil,Baja,Regulares,Si,Regular,Extrovertido,Baja,3,Mala,Si,4,Publica,34,Si,Si
20,Casado,Foráneo,66,54,4,1,10,Medio,4265,No,No,Moderado,Alta,Conflictivas,No,Regular,Introvertido,Media,4,Buena,No,0,Privada,38,Si,Si
22,Casado,Local,47,78,2,3,10,Medio,3585,No,No,Moderado,Media,Regulares,Si,Mala,Introvertido,Alta,8,Regular,Si,4,Publica,25,Si,No
21,Soltero,Local,60,74,2,2,10,Bajo,1400,Si,No,Debil,Media,Conflictivas,Si,Mala,Extrovertido,Alta,4,Regular,No,4,Publica,29,Si,No
18,Soltero,Foráneo,83,67,9,2,0,Bajo,5010,Si,No,Moderado,Baja,Conflictivas,Si,Mala,Introvertido,Baja,8,Regular,Si,4,Privada,16,Si,Si
17,Soltero,Foráneo,63,74,3,4,2,Medio,11881,No,No,Moderado,Media,Regulares,Si,Regular,Extrovertido,Alta,7,Mala,Si,2,Privada,12,No,Si
20,Casado,Local,97,71,6,4,15,Medio,16373,Si,No,Debil,Baja,Conflictivas,Si,Mala,Extrovertido,Baja,9,Regular,Si,3,Privada,22,Si,Si
24,Casado,Foráneo,80,87,6,1,6,Medio,8590,Si,No,Fuerte,Baja,Regulares,No,Buena,Introvertido,Baja,6,Regular,No,2,Publica,32,Si,No
16,Soltero,Local,58,66,8,0,10,Bajo,10801,No,No,Moderado,Baja,Buenas,No,Buena,Introvertido,Alta,8,Regular,Si,0,Publica,13,No,No
23,Soltero,Foráneo,84,69,0,3,16,Medio,15781,Si,Si,Fuerte,Alta,Conflictivas,No,Buena,Introvertido,Alta,9,Buena,No,0,Privada,31,Si,No
23,Soltero,Local,60,79,0,3,12,Medio,15652,No,No,Moderado,Media,Regulares,Si,Regular,Extrovertido,Baja,5,Buena,Si,0,Publica,23,Si,Si
20,Soltero,Local,83,59,8,3,10,Bajo,13021,Si,No,Moderado,Media,Buenas,No,Regular,Extrovertido,Baja,4,Regular,Si,2,Privada,36,No,No
23,Soltero,Local,74,55,4,3,12,Alto,13442,No,No,Debil,Media,Buenas,Si,Mala,Extrovertido,Media,3,Regular,Si,0,Publica,16,No,Si
22,Union libre,Local,65,83,9,-1,22,Alto,4511,Si,No,Fuerte,Alta,Regulares,Si,Regular,Introvertido,Baja,9,Regular,Si,3,Publica,44,Si,No
19,Casado,Local,75,98,0,2,15,Medio,10409,No,No,Fuerte,Baja,Regulares,Si,Buena,Introvertido,Media,7,Mala,Si,2,Publica,18,No,Si
23,Casado,Local,89,86,5,2,15,Medio,15298,Si,Si,Moderado,Baja,Conflictivas,Si,Buena,Extrovertido,Baja,5,Regular,No,0,Privada,15,Si,No
19,Union libre,Local,83,80,9,3,11,Medio,17766,Si,No,Debil,Media,Conflictivas,No,Regular,Introvertido,Media,9,Mala,Si,2,Publica,27,Si,No
20,Union libre,Local,66,67,0,0,13,Bajo,4735,Si,Si,Fuerte,Baja,Regulares,Si,Regular,Introvertido,Alta,7,Mala,No,1,Publica,22,No,Si
19,Casado,Foráneo,96,61,10,1,9,Medio,16456,No,No,Moderado,Media,Regulares,Si,Mala,Introvertido,Baja,6,Buena,Si,1,Privada,17,Si,Si
20,Casado,Local,65,72,3,2,23,Medio,12745,No,Si,Debil,Baja,Conflictivas,Si,Mala,Introvertido,Baja,8,Mala,Si,2,Privada,-3,Si,No
24,Soltero,Local,76,78,5,0,9,Medio,6394,No,Si,Moderado,Baja,Conflictivas,Si,Regular,Extrovertido,Media,6,Buena,No,2,Privada,28,Si,Si
21,Soltero,Local,65,71,6,6,15,Bajo,10977,No,Si,Debil,Baja,Regulares,No,Buena,Extrovertido,Alta,9,Mala,Si,0,Privada,15,Si,Si
23,Union libre,Local,49,76,10,3,5,Medio,19618,No,No,Debil,Media,Regulares,Si,Regular,Introvertido,Baja,6,Regular,Si,3,Publica,20,Si,No
20,Soltero,Local,71,67,8,1,4,Bajo,15931,Si,Si,Moderado,Alta,Buenas,Si,Regular,Extrovertido,Baja,5,Regular,No,2,Publica,9,Si,No
24,Soltero,Local,56,92,4,0,14,Medio,7790,No,No,Fuerte,Media,Regulares,Si,Regular,Introvertido,Alta,6,Regular,No,0,Publica,-5,Si,No
21,Soltero,Foráneo,101,83,9,1,13,Alto,19319,Si,No,Fuerte,Baja,Regulares,No,Buena,Introvertido,Baja,5,Buena,No,3,Publica,4,Si,No
23,Soltero,Local,84,85,9,2,7,Medio,13010,No,No,Debil,Media,Regulares,Si,Regular,Introvertido,Baja,7,Regular,No,0,Publica,25,No,No
22,Soltero,Local,77,52,7,3,8,Medio,10498,Si,Si,Debil,Media,Conflictivas,Si,Mala,Extrovertido,Baja,7,Mala,No,4,Publica,50,Si,No
25,Casado,Foráneo,64,46,0,2,10,Medio,8938,No,No,Debil,Baja,Regulares,No,Mala,Introvertido,Alta,8,Buena,No,4,Privada,22,No,Si
24,Union libre,Local,54,104,8,3,14,Medio,10993,Si,No,Debil,Media,Regulares,Si,Regular,Extrovertido,Media,6,Buena,No,5,Publica,38,Si,Si
21,Casado,Local,98,76,6,2,10,Medio,7506,Si,No,Debil,Alta,Regulares,Si,Mala,Extrovertido,Media,11,Regular,Si,0,Privada,17,Si,No
21,Casado,Local,85,72,3,4,6,Bajo,13791,Si,No,Moderado,Baja,Conflictivas,Si,Regular,Extrovertido,Baja,2,Buena,Si,3,Publica,21,Si,Si
25,Soltero,Local,46,54,6,0,4,Bajo,5125,Si,No,Debil,Media,Conflictivas,No,Mala,Introvertido,Media,10,Regular,Si,0,Publica,35,No,Si
24,Soltero,Local,86,94,7,0,14,Bajo,14669,Si,No,Fuerte,Baja,Regulares,No,Buena,Extrovertido,Baja,9,Buena,No,3,Publica,19,Si,Si
19,Casado,Local,89,79,4,0,14,Bajo,17704,Si,No,Debil,Alta,Buenas,Si,Buena,Extrovertido,Alta,7,Regular,No,3,Publica,61,Si,Si
21,Soltero,Local,49,66,6,-1,6,Medio,4165,No,No,Debil,Media,Regulares,Si,Buena,Introvertido,Baja,1,Regular,No,3,Publica,30,No,Si
21,Soltero,Local,74,57,5,0,10,Alto,10067,Si,No,Moderado,Alta,Conflictivas,Si,Mala,Introvertido,Baja,7,Mala,No,3,Publica,38,No,No
21,Soltero,Foráneo,82,57,6,2,13,Bajo,8871,Si,Si,Debil,Baja,Buenas,Si,Buena,Extrovertido,Alta,5,Regular,Si,2,Publica,47,Si,No
19,Soltero,Local,61,77,5,4,20,Medio,8240,No,No,Fuerte,Alta,Buenas,Si,Buena,Extrovertido,Alta,8,Buena,Si,1,Publica,31,Si,No
16,Casado,Foráneo,92,77,1,-1,13,Medio,16873,Si,No,Debil,Baja,Conflictivas,Si,Regular,Extrovertido,Baja,6,Regular,No,6,Privada,14,No,No
23,Union libre,Local,74,57,3,2,4,Bajo,6047,No,No,Moderado,Media,Regulares,Si,Regular,Extrovertido,Media,7,Regular,Si,3,Privada,42,Si,Si
20,Soltero,Local,76,100,5,2,9,Medio,11579,No,No,Debil,Media,Conflictivas,No,Buena,Introvertido,Baja,7,Mala,Si,-1,Publica,24,No,Si
23,Soltero,Local,54,46,3,1,9,Alto,15809,Si,No,Fuerte,Media,Regulares,Si,Regular,Extrovertido,Alta,6,Buena,Si,6,Publica,4,Si,No
22,Casado,Local,89,79,6,2,17,Medio,16383,No,No,Debil,Media,Regulares,No,Regular,Introvertido,Media,7,Buena,No,3,Privada,10,No,Si
19,Soltero,Local,64,61,2,2,9,Medio,6231,No,No,Debil,Media,Regulares,Si,Buena,Extrovertido,Alta,8,Regular,Si,2,Privada,25,No,No
22,Soltero,Local,70,78,8,3,18,Medio,12993,No,No,Debil,Media,Regulares,Si,Regular,Introvertido,Baja,4,Buena,Si,0,Privada,21,No,Si
24,Union libre,Local,66,92,5,3,7,Bajo,17222,Si,Si,Debil,Baja,Buenas,Si,Regular,Introvertido,Media,7,Regular,No,0,Privada,3,No,Si
22,Soltero,Local,51,111,3,3,13,Medio,21058,No,No,Moderado,Baja,Regulares,No,Mala,Extrovertido,Alta,9,Buena,No,3,Privada,-2,Si,No
25,Soltero,Local,87,97,4,2,0,Bajo,15046,No,No,Debil,Media,Conflictivas,Si,Buena,Extrovertido,Media,5,Buena,No,2,Privada,16,No,Si
20,Soltero,Local,68,59,3,5,10,Medio,13998,Si,No,Debil,Media,Regulares,Si,Regular,Extrovertido,Media,5,Regular,Si,1,Privada,0,Si,No
19,Union libre,Local,86,46,9,4,12,Medio,9921,No,No,Debil,Media,Buenas,No,Mala,Extrovertido,Alta,8,Regular,No,3,Privada,10,Si,Si
23,Soltero,Local,65,59,6,0,5,Alto,-1578,Si,No,Moderado,Baja,Regulares,No,Buena,Extrovertido,Baja,6,Regular,No,2,Publica,16,No,No
20,Casado,Local,79,90,4,1,10,Medio,11579,Si,No,Moderado,Baja,Regulares,Si,Mala,Extrovertido,Baja,11,Regular,Si,2,Publica,32,Si,Si
21,Soltero,Local,63,66,8,2,12,Medio,12013,Si,Si,Debil,Baja,Regulares,Si,Buena,Extrovertido,Media,5,Mala,Si,1,Publica,31,No,No
21,Casado,Foráneo,76,82,6,6,3,Bajo,10804,No,No,Fuerte,Media,Conflictivas,No,Buena,Introvertido,Baja,5,Buena,No,3,Privada,26,Si,Si
24,Soltero,Foráneo,75,58,1,5,4,Bajo,7650,No,No,Fuerte,Media,Conflictivas,No,Mala,Extrovertido,Baja,7,Regular,Si,3,Publica,28,Si,No
20,Casado,Local,83,64,4,4,14,Bajo,6794,No,Si,Fuerte,Media,Conflictivas,Si,Buena,Extrovertido,Baja,7,Regular,Si,2,Publica,28,Si,No
22,Soltero,Local,75,58,13,3,20,Bajo,10283,No,No,Fuerte,Alta,Regulares,Si,Mala,Introvertido,Baja,5,Mala,Si,1,Publica,22,Si,Si
18,Soltero,Local,85,87,7,2,12,Medio,11767,Si,No,Debil,Alta,Regulares,Si,Regular,Extrovertido,Alta,5,Mala,No,0,Publica,16,No,No
20,Soltero,Local,63,89,2,0,-2,Bajo,14789,No,Si,Debil,Baja,Conflictivas,Si,Mala,Introvertido,Baja,7,Regular,No,1,Publica,35,Si,No
25,Casado,Local,64,69,4,2,10,Medio,20351,Si,No,Debil,Media,Buenas,No,Regular,Introvertido,Baja,7,Regular,Si,1,Publica,39,Si,No
20,Soltero,Local,68,99,10,4,8,Medio,2130,No,No,Debil,Baja,Conflictivas,Si,Regular,Introvertido,Media,9,Buena,Si,-2,Publica,42,Si,Si
19,Soltero,Foráneo,54,85,5,2,23,Medio,3429,Si,No,Fuerte,Media,Buenas,Si,Mala,Extrovertido,Alta,4,Regular,Si,4,Publica,26,No,No
21,Casado,Local,102,87,5,-1,14,Bajo,10220,No,Si,Debil,Alta,Regulares,Si,Mala,Extrovertido,Media,9,Buena,No,3,Publica,56,Si,No
21,Casado,Foráneo,66,66,6,4,12,Medio,8793,No,No,Debil,Baja,Conflictivas,Si,Regular,Extrovertido,Baja,8,Regular,Si,2,Privada,19,Si,No
22,Union libre,Local,66,57,2,4,5,Medio,11059,Si,No,Fuerte,Baja,Regulares,No,Mala,Introvertido,Alta,3,Buena,Si,3,Privada,4,No,No
23,Soltero,Local,109,68,7,4,13,Medio,12712,No,No,Moderado,Media,Buenas,Si,Buena,Introvertido,Alta,10,Regular,Si,2,Privada,12,No,No
23,Soltero,Local,70,105,4,2,8,Alto,2903,No,No,Debil,Media,Regulares,Si,Buena,Extrovertido,Baja,6,Regular,No,2,Publica,27,Si,Si
15,Union libre,Local,85,68,6,2,-1,Medio,7452,No,No,Fuerte,Alta,Regulares,Si,Regular,Extrovertido,Alta,7,Mala,Si,0,Privada,42,Si,Si
