ID_Estudiante,Fecha_Registro,Edad,Estado_Civil,Lugar_Residencia,Calificaciones,Asistencia_a_clases,Semestre_Actual,Reprobacion_Asignaturas,Horas_Estudio_Semanales,Nivel_Socioeconomico,Ingreso_Familiar_Mensual,Apoyo_Financiero,Empleo_Parcial_o_Tiempo_Completo,Red_Apoyo_Social,Participacion_Extracurricular,Relaciones_Interpersonales,Problemas_Emocionales,Adaptacion_Entorno_Escolar,Personalidad,Autoeficacia_Academica,Horas_Sueno,Condiciones_Salud,Problemas_Familiares,Dependientes_en_Hogar,Tipo_Institucion,Distancia_Centro_Estudios,Acceso_Servicios_Basicos,Desercion
643,2024-06-13,17,Unión Libre,Foráneo,60,76,8,1,11,Medio,5234,Sí,No,Fuerte,Media,Regulares,Sí,Mala,Introvertido,Alta,5,Mala,No,3,Privada,36,Sí,Sí
3567,2024-03-19,21,Unión Libre,Foráneo,79,68,6,0,1,Medio,21558,No,No,Débil,Alta,Regulares,Sí,Buena,Extrovertido,Media,7,Buena,Sí,1,Pública,23,No,No
4795,2024-05-22,18,Soltero/a,Foráneo,88,98,4,3,11,Medio,6429,Sí,No,Débil,Alta,Regulares,Sí,Regular,Introvertido,Baja,7,Buena,Sí,2,Privada,7,Sí,No
2634,2024-06-22,19,Casado/a,Local,56,78,10,2,15,Bajo,14415,Sí,Sí,Moderado,Alta,Buenas,Sí,Regular,Extrovertido,Baja,8,Mala,No,4,Pública,9,Sí,Sí
3869,2024-03-04,20,Casado/a,Foráneo,77,63,0,1,11,Alto,10071,No,Sí,Fuerte,Alta,Conflictivas,No,Mala,Introvertido,Baja,5,Mala,Sí,3,Pública,41,No,No
5156,2024-04-28,19,Casado/a,Foráneo,74,75,11,1,20,Alto,17814,Sí,No,Fuerte,Baja,Conflictivas,Sí,Buena,Introvertido,Media,4,Mala,No,1,Privada,17,No,Sí
3172,2024-02-19,20,Soltero/a,Foráneo,69,67,5,2,10,Alto,12468,Sí,Sí,Moderado,Alta,Conflictivas,Sí,Mala,Introvertido,Alta,6,Mala,No,5,Privada,16,Sí,Sí
5188,2024-02-12,19,Casado/a,Foráneo,81,95,8,2,13,Alto,13098,No,No,Débil,Baja,Conflictivas,No,Buena,Extrovertido,Alta,4,Mala,Sí,0,Pública,42,Sí,No
3535,2024-01-07,24,Unión Libre,Foráneo,59,84,3,2,7,Medio,22532,No,Sí,Débil,Alta,Conflictivas,No,Regular,Extrovertido,Media,4,Buena,Sí,3,Privada,-3,Sí,Sí
6388,2024-01-29,20,Soltero/a,Local,54,70,2,1,11,Medio,12508,Sí,Sí,Moderado,Media,Regulares,Sí,Mala,Extrovertido,Baja,4,Buena,No,2,Pública,35,No,No
1044,2024-05-20,20,Soltero/a,Local,84,75,2,2,4,Medio,21655,No,Sí,Débil,Baja,Conflictivas,No,Regular,Introvertido,Baja,7,Buena,Sí,0,Privada,46,No,Sí
2262,2024-01-29,21,Soltero/a,Foráneo,81,73,4,1,14,Medio,14038,No,Sí,Fuerte,Alta,Conflictivas,Sí,Regular,Introvertido,Media,7,Regular,No,3,Privada,11,No,No
3813,2024-02-09,20,Casado/a,Local,78,86,4,2,10,Medio,9254,Sí,No,Fuerte,Baja,Buenas,Sí,Regular,Introvertido,Alta,6,Mala,No,1,Privada,37,Sí,No
3127,2024-01-23,25,Unión Libre,Local,74,80,7,1,3,Alto,11484,No,Sí,Moderado,Media,Regulares,No,Buena,Introvertido,Media,6,Mala,No,4,Pública,23,No,No
3243,2024-06-07,21,Soltero/a,Foráneo,64,97,6,0,8,Alto,7410,No,Sí,Fuerte,Media,Buenas,Sí,Buena,Introvertido,Alta,6,Regular,No,0,Pública,10,No,Sí
1593,2024-03-22,22,Unión Libre,Local,61,76,3,6,15,Bajo,7725,No,No,Moderado,Baja,Regulares,No,Regular,Extrovertido,Alta,6,Mala,No,2,Pública,4,Sí,Sí
2688,2024-01-15,24,Casado/a,Foráneo,58,68,3,6,17,Medio,15066,Sí,Sí,Débil,Media,Conflictivas,Sí,Mala,Extrovertido,Alta,6,Buena,No,4,Privada,25,No,No
822,2024-05-27,23,Casado/a,Local,71,74,6,2,9,Bajo,11223,No,No,Fuerte,Media,Conflictivas,Sí,Buena,Introvertido,Baja,7,Buena,Sí,0,Pública,59,Sí,No
1908,2024-01-15,22,Unión Libre,Local,96,75,5,1,14,Bajo,6208,Sí,No,Débil,Baja,Buenas,No,Buena,Introvertido,Media,6,Buena,No,1,Pública,14,Sí,No
3504,2024-02-28,17,Unión Libre,Local,107,94,5,6,18,Medio,12577,Sí,Sí,Fuerte,Media,Regulares,No,Mala,Introvertido,Alta,4,Buena,No,2,Pública,4,Sí,Sí
4286,2024-04-22,23,Unión Libre,Foráneo,90,90,3,3,10,Alto,12836,Sí,Sí,Débil,Baja,Regulares,No,Buena,Extrovertido,Alta,5,Mala,No,4,Pública,19,Sí,No
1979,2024-01-10,21,Soltero/a,Local,73,67,2,2,17,Bajo,9241,No,Sí,Débil,Baja,Regulares,Sí,Regular,Extrovertido,Media,9,Regular,Sí,5,Privada,23,No,Sí
321,2024-01-22,22,Soltero/a,Local,65,100,5,2,15,Alto,27161,No,No,Débil,Media,Regulares,No,Regular,Extrovertido,Media,8,Mala,Sí,3,Privada,28,Sí,No
2387,2024-01-12,19,Soltero/a,Foráneo,68,74,5,1,7,Medio,10943,Sí,No,Fuerte,Media,Conflictivas,Sí,Mala,Extrovertido,Alta,5,Regular,Sí,2,Pública,8,Sí,No
411,2024-06-21,20,Unión Libre,Foráneo,78,60,6,4,6,Medio,9372,No,No,Débil,Alta,Regulares,Sí,Regular,Extrovertido,Media,7,Buena,No,4,Privada,17,No,No
2199,2024-05-09,19,Casado/a,Local,66,81,8,0,11,Bajo,12436,Sí,Sí,Moderado,Baja,Conflictivas,No,Regular,Extrovertido,Media,4,Buena,No,3,Privada,7,No,Sí
1117,2024-05-08,18,Casado/a,Local,76,73,10,2,7,Bajo,6647,Sí,Sí,Moderado,Media,Buenas,Sí,Mala,Introvertido,Alta,5,Mala,Sí,0,Privada,13,No,Sí
3058,2024-03-29,18,Casado/a,Local,63,70,6,1,3,Bajo,9815,Sí,No,Débil,Alta,Regulares,No,Buena,Extrovertido,Baja,5,Mala,No,1,Privada,34,Sí,Sí
2786,2024-04-12,16,Casado/a,Foráneo,75,49,8,1,11,Bajo,13978,No,No,Débil,Baja,Conflictivas,Sí,Buena,Introvertido,Media,2,Regular,No,5,Privada,27,Sí,No
2175,2024-05-17,20,Casado/a,Local,74,78,7,2,4,Alto,18232,No,No,Fuerte,Baja,Regulares,No,Buena,Introvertido,Baja,5,Mala,Sí,3,Pública,22,No,No
128,2024-05-07,24,Unión Libre,Foráneo,96,61,4,0,6,Alto,10977,No,No,Débil,Alta,Buenas,No,Buena,Extrovertido,Baja,9,Buena,No,2,Privada,21,No,Sí
2943,2024-06-28,19,Soltero/a,Foráneo,98,98,4,3,5,Bajo,15099,Sí,No,Fuerte,Baja,Buenas,No,Regular,Extrovertido,Baja,6,Buena,No,4,Pública,30,Sí,Sí
5273,2024-04-05,22,Casado/a,Local,89,80,5,-1,5,Medio,2131,No,Sí,Moderado,Baja,Conflictivas,No,Regular,Introvertido,Media,6,Buena,Sí,1,Pública,17,No,Sí
1741,2024-05-11,19,Casado/a,Foráneo,60,67,6,4,-2,Bajo,12140,No,No,Débil,Alta,Buenas,Sí,Mala,Introvertido,Alta,6,Buena,Sí,-1,Pública,21,No,Sí
-256,2024-01-02,25,Casado/a,Foráneo,70,81,8,2,13,Bajo,8766,Sí,Sí,Débil,Alta,Conflictivas,Sí,Mala,Extrovertido,Alta,5,Mala,Sí,3,Pública,33,Sí,Sí
-128,2024-03-07,27,Unión Libre,Local,78,72,3,2,17,Medio,13782,Sí,No,Moderado,Media,Regulares,No,Mala,Introvertido,Baja,6,Buena,No,3,Pública,33,No,No
2116,2024-04-01,19,Casado/a,Local,91,74,6,5,8,Alto,14505,No,Sí,Moderado,Alta,Regulares,Sí,Regular,Extrovertido,Alta,7,Buena,No,2,Privada,19,Sí,Sí
3594,2024-03-26,22,Soltero/a,Local,76,71,3,5,10,Alto,18926,No,No,Débil,Alta,Regulares,Sí,Mala,Extrovertido,Baja,7,Regular,No,3,Privada,44,No,Sí
3036,2024-01-17,21,Unión Libre,Local,75,86,3,1,6,Alto,7974,Sí,No,Débil,Baja,Buenas,No,Buena,Introvertido,Baja,6,Regular,Sí,3,Privada,43,No,No
4760,2024-05-21,20,Casado/a,Local,62,60,1,3,15,Bajo,10845,Sí,Sí,Débil,Baja,Buenas,Sí,Buena,Introvertido,Alta,8,Mala,No,1,Pública,7,Sí,No
2426,2024-06-19,22,Casado/a,Local,49,57,1,2,6,Medio,12441,No,Sí,Débil,Media,Conflictivas,Sí,Buena,Introvertido,Alta,8,Regular,Sí,1,Privada,55,No,No
2701,2024-05-20,20,Unión Libre,Local,82,58,1,2,11,Alto,19350,Sí,Sí,Moderado,Baja,Conflictivas,Sí,Regular,Extrovertido,Baja,7,Mala,No,3,Privada,34,No,Sí
2972,2024-04-20,24,Casado/a,Local,64,65,6,4,13,Bajo,7893,Sí,Sí,Fuerte,Media,Regulares,No,Regular,Extrovertido,Baja,9,Regular,No,1,Privada,17,No,Sí
1533,2024-03-03,21,Soltero/a,Foráneo,94,60,4,3,8,Alto,5750,No,No,Moderado,Alta,Buenas,Sí,Mala,Extrovertido,Media,4,Buena,No,2,Privada,30,Sí,Sí
4892,2024-05-16,21,Soltero/a,Local,87,66,3,2,14,Bajo,7931,Sí,Sí,Débil,Alta,Buenas,Sí,Regular,Introvertido,Baja,7,Regular,No,0,Privada,12,Sí,Sí
2584,2024-04-11,20,Casado/a,Foráneo,72,67,12,2,16,Bajo,6074,No,No,Fuerte,Media,Regulares,Sí,Buena,Introvertido,Media,11,Buena,No,2,Pública,37,No,Sí
3726,2024-06-05,21,Unión Libre,Foráneo,53,79,8,0,13,Alto,4400,No,No,Débil,Baja,Regulares,No,Buena,Extrovertido,Baja,7,Regular,Sí,3,Pública,22,No,No
1016,2024-04-15,16,Unión Libre,Local,59,85,8,3,4,Bajo,15939,No,No,Fuerte,Baja,Regulares,Sí,Regular,Introvertido,Media,10,Regular,No,2,Privada,4,Sí,No
2435,2024-01-18,20,Casado/a,Foráneo,62,80,5,2,12,Alto,11318,No,No,Débil,Alta,Conflictivas,No,Regular,Introvertido,Alta,3,Regular,Sí,2,Privada,9,No,No
1233,2024-06-20,22,Soltero/a,Foráneo,64,94,1,4,8,Bajo,8056,Sí,Sí,Moderado,Alta,Buenas,Sí,Mala,Introvertido,Baja,4,Regular,No,2,Pública,27,No,No
1720,2024-01-22,19,Casado/a,Foráneo,84,96,9,4,9,Alto,10711,No,Sí,Débil,Alta,Regulares,Sí,Mala,Introvertido,Baja,10,Mala,Sí,0,Privada,0,No,Sí
4141,2024-04-11,23,Unión Libre,Local,64,49,3,4,16,Bajo,11551,Sí,No,Fuerte,Alta,Buenas,Sí,Regular,Extrovertido,Media,7,Buena,No,5,Privada,11,No,No
2766,2024-01-14,25,Unión Libre,Local,91,80,2,4,5,Bajo,8242,No,No,Fuerte,Media,Regulares,No,Buena,Extrovertido,Alta,6,Buena,Sí,2,Privada,32,Sí,No
3967,2024-02-09,18,Casado/a,Local,84,74,7,1,9,Bajo,16437,No,No,Moderado,Alta,Buenas,Sí,Regular,Introvertido,Baja,7,Mala,Sí,0,Privada,52,Sí,No
709,2024-05-22,20,Soltero/a,Local,85,53,4,1,13,Alto,9305,No,No,Moderado,Media,Buenas,No,Regular,Extrovertido,Baja,3,Regular,No,-1,Privada,20,Sí,No
4404,2024-03-11,21,Unión Libre,Foráneo,108,84,9,2,10,Alto,16917,No,Sí,Fuerte,Alta,Buenas,No,Regular,Introvertido,Alta,7,Mala,Sí,6,Pública,5,No,No
5455,2024-04-25,23,Casado/a,Foráneo,67,87,3,2,26,Alto,12781,No,Sí,Moderado,Media,Buenas,Sí,Buena,Introvertido,Baja,4,Regular,Sí,2,Pública,39,No,Sí
1886,2024-01-08,21,Soltero/a,Local,68,84,5,2,6,Alto,14723,Sí,No,Fuerte,Alta,Regulares,Sí,Regular,Introvertido,Baja,5,Mala,Sí,0,Pública,5,No,No
1652,2024-03-30,19,Soltero/a,Foráneo,75,80,5,1,9,Medio,3177,No,No,Fuerte,Media,Regulares,Sí,Mala,Extrovertido,Baja,8,Buena,No,2,Privada,36,No,Sí
1574,2024-06-25,22,Casado/a,Foráneo,93,58,6,1,11,Bajo,5552,No,No,Fuerte,Alta,Regulares,No,Mala,Introvertido,Alta,7,Mala,Sí,1,Pública,12,No,Sí
459,2024-01-23,19,Casado/a,Foráneo,94,87,2,5,7,Alto,14758,No,Sí,Fuerte,Media,Buenas,No,Regular,Extrovertido,Media,6,Regular,Sí,-1,Pública,20,No,No
1260,2024-06-08,19,Soltero/a,Foráneo,102,55,9,2,9,Alto,11523,No,No,Débil,Media,Buenas,Sí,Mala,Extrovertido,Media,2,Buena,No,1,Pública,22,No,Sí
3088,2024-01-24,21,Soltero/a,Foráneo,49,83,5,3,13,Medio,13383,No,Sí,Débil,Media,Regulares,No,Regular,Extrovertido,Baja,7,Mala,No,4,Privada,28,Sí,Sí
-28,2024-06-02,21,Soltero/a,Local,87,98,7,2,17,Medio,12824,No,No,Fuerte,Media,Conflictivas,Sí,Mala,Introvertido,Media,7,Mala,No,2,Privada,29,No,Sí
153,2024-04-08,20,Unión Libre,Foráneo,42,86,7,1,-1,Medio,12322,Sí,Sí,Débil,Media,Conflictivas,No,Buena,Extrovertido,Baja,5,Regular,No,0,Privada,9,No,No
4830,2024-06-22,22,Unión Libre,Foráneo,82,77,2,2,8,Alto,14140,Sí,No,Moderado,Baja,Buenas,No,Buena,Extrovertido,Alta,2,Buena,Sí,4,Privada,33,Sí,Sí
1015,2024-04-08,19,Casado/a,Local,73,95,0,3,10,Alto,2908,Sí,No,Fuerte,Baja,Buenas,No,Buena,Introvertido,Baja,7,Mala,Sí,1,Pública,23,No,Sí
-252,2024-02-19,20,Soltero/a,Local,94,90,3,1,11,Alto,7427,Sí,No,Moderado,Alta,Regulares,No,Mala,Introvertido,Baja,7,Mala,No,0,Privada,27,No,Sí
635,2024-06-22,20,Casado/a,Foráneo,57,78,0,3,15,Bajo,7747,No,No,Moderado,Media,Regulares,No,Buena,Extrovertido,Alta,2,Buena,Sí,3,Pública,35,Sí,No
1955,2024-03-04,19,Soltero/a,Foráneo,95,49,6,5,13,Medio,3772,Sí,No,Moderado,Alta,Regulares,No,Buena,Extrovertido,Alta,9,Buena,No,3,Pública,26,No,Sí
4886,2024-02-02,23,Unión Libre,Foráneo,84,47,1,5,26,Alto,13646,No,No,Débil,Media,Conflictivas,No,Regular,Extrovertido,Baja,11,Buena,Sí,2,Privada,6,No,Sí
2597,2024-02-25,21,Soltero/a,Local,57,87,7,3,9,Bajo,9227,Sí,Sí,Débil,Alta,Buenas,Sí,Regular,Extrovertido,Media,4,Buena,Sí,0,Pública,1,Sí,Sí
1850,2024-03-14,24,Casado/a,Foráneo,83,74,0,2,11,Bajo,9989,No,No,Fuerte,Alta,Conflictivas,No,Buena,Introvertido,Baja,6,Mala,No,3,Pública,9,No,No
3105,2024-01-23,21,Casado/a,Local,96,90,6,3,8,Medio,14426,Sí,No,Fuerte,Baja,Regulares,No,Regular,Extrovertido,Alta,6,Buena,Sí,7,Pública,14,Sí,Sí
